matchId,teamId,total_passes,total_shots,shots_on_target,fouls_committed,tackles,clearances,successful_events,successful_passes,eventId,total_events,pass_success_rate,shot_accuracy,possession_ratio,opponentId,goals_for,goals_against,home_away,team_name,result,result_label
2499908,1613,233,9,3,12,83,31,351,166,632,254,0.7124,0.3333,0.9173,1633,3,2,home,Newcastle United,Win,2
2499908,1633,418,17,5,9,43,12,544,328,875,444,0.7847,0.2941,0.9414,1613,2,3,away,West Ham United,Loss,0
2499909,1633,314,10,5,15,73,22,424,233,795,339,0.742,0.5,0.9263,1659,3,3,away,West Ham United,Draw,1
2499909,1659,399,22,11,12,68,8,530,330,814,433,0.8271,0.5,0.9215,1633,3,3,home,AFC Bournemouth,Draw,1
2499910,1610,664,23,8,7,42,6,765,597,990,694,0.8991,0.3478,0.9568,1651,2,0,away,Chelsea,Win,2
2499910,1651,323,5,1,8,82,19,407,269,691,336,0.8328,0.2,0.9613,1610,0,2,home,Brighton & Hove Albion,Loss,0
2499911,1609,630,15,8,7,87,17,769,545,1053,652,0.8651,0.5333,0.9663,1628,3,2,away,Arsenal,Win,2
2499911,1628,311,15,2,13,96,18,474,246,835,339,0.791,0.1333,0.9174,1609,2,3,home,Crystal Palace,Loss,0
2499912,1639,332,15,8,13,93,28,484,256,836,360,0.7711,0.5333,0.9222,1673,1,1,away,Stoke City,Draw,1
2499912,1673,507,15,7,9,79,13,668,431,954,531,0.8501,0.4667,0.9548,1639,1,1,home,Huddersfield Town,Draw,1
2499913,1612,569,20,9,5,66,3,678,503,876,594,0.884,0.45,0.9579,10531,5,0,home,Liverpool,Win,2
2499913,10531,464,6,4,8,75,16,554,410,840,478,0.8836,0.6667,0.9707,1612,0,5,away,Swansea City,Loss,0
2499914,1611,634,21,6,12,50,5,754,539,1030,667,0.8502,0.2857,0.9505,1646,2,2,away,Manchester United,Draw,1
2499914,1646,220,2,1,17,74,57,336,168,697,239,0.7636,0.5,0.9205,1611,2,2,home,Burnley,Draw,1
2499915,1613,197,5,2,11,90,10,293,133,596,213,0.6751,0.4,0.9249,1625,0,1,home,Newcastle United,Loss,0
2499915,1625,798,19,5,6,47,7,915,728,1220,823,0.9123,0.2632,0.9696,1613,1,0,away,Manchester City,Win,2
2499916,1619,335,16,7,15,87,11,429,256,740,366,0.7642,0.4375,0.9153,1624,2,5,home,Southampton,Loss,0
2499916,1624,469,15,6,8,67,17,593,400,835,492,0.8529,0.4,0.9533,1619,5,2,away,Tottenham Hotspur,Win,2
2499917,1631,342,8,5,13,90,11,482,248,771,363,0.7251,0.625,0.9421,1644,1,2,away,Leicester City,Loss,0
2499917,1644,331,10,1,8,73,21,481,238,878,349,0.719,0.1,0.9484,1631,2,1,home,Watford,Win,2
2499918,1623,324,5,3,13,71,31,441,248,750,342,0.7654,0.6,0.9474,1627,0,0,away,Everton,Draw,1
2499918,1627,364,13,2,14,59,11,493,275,851,391,0.7555,0.1538,0.9309,1623,0,0,home,West Bromwich Albion,Draw,1
2499919,1623,461,7,1,12,102,13,550,365,948,480,0.7918,0.1429,0.9604,1659,1,2,away,Everton,Loss,0
2499919,1659,384,17,7,7,46,15,538,289,797,408,0.7526,0.4118,0.9412,1623,2,1,home,AFC Bournemouth,Win,2
2499920,1610,637,18,10,5,59,3,751,575,953,660,0.9027,0.5556,0.9652,1639,5,0,home,Chelsea,Win,2
2499920,1639,437,1,1,10,86,20,525,378,801,448,0.865,1.0,0.9754,1610,0,5,away,Stoke City,Loss,0
2499921,1625,609,11,4,13,62,13,722,538,1018,633,0.8834,0.3636,0.9621,1628,0,0,away,Manchester City,Draw,1
2499921,1628,182,10,0,15,80,26,284,119,609,207,0.6538,0.0,0.8792,1625,0,0,home,Crystal Palace,Draw,1
2499922,1646,262,9,3,14,67,15,384,192,648,285,0.7328,0.3333,0.9193,1673,0,0,home,Burnley,Draw,1
2499922,1673,347,3,1,14,51,10,476,265,813,364,0.7637,0.3333,0.9533,1646,0,0,away,Huddersfield Town,Draw,1
2499923,1612,553,17,6,8,62,23,684,466,977,578,0.8427,0.3529,0.9567,1631,2,1,home,Liverpool,Win,2
2499923,1631,336,6,1,4,74,22,423,246,820,346,0.7321,0.1667,0.9711,1612,1,2,away,Leicester City,Loss,0
2499924,1611,478,13,3,12,75,20,611,404,909,503,0.8452,0.2308,0.9503,1619,0,0,home,Manchester United,Draw,1
2499924,1619,405,7,2,14,85,28,528,342,875,426,0.8444,0.2857,0.9507,1611,0,0,away,Southampton,Draw,1
2499925,1613,385,11,1,11,58,11,476,303,842,407,0.787,0.0909,0.9459,1651,0,0,away,Newcastle United,Draw,1
2499925,1651,495,8,3,10,63,8,588,402,858,513,0.8121,0.375,0.9649,1613,0,0,home,Brighton & Hove Albion,Draw,1
2499926,1624,666,28,6,10,74,5,798,569,1108,704,0.8544,0.2143,0.946,1633,1,1,home,Tottenham Hotspur,Draw,1
2499926,1633,244,3,2,8,88,25,376,180,742,255,0.7377,0.6667,0.9569,1624,1,1,away,West Ham United,Draw,1
2499927,1644,467,9,4,15,86,15,625,408,935,491,0.8737,0.4444,0.9511,10531,1,2,home,Watford,Loss,0
2499927,10531,445,9,4,13,71,8,598,386,838,467,0.8674,0.4444,0.9529,1644,2,1,away,Swansea City,Win,2
2499928,1609,624,12,4,10,67,13,708,526,1040,646,0.8429,0.3333,0.9659,1627,1,1,away,Arsenal,Draw,1
2499928,1627,329,9,2,14,71,20,414,251,672,352,0.7629,0.2222,0.9347,1609,1,1,home,West Bromwich Albion,Draw,1
2499929,1609,577,12,6,13,75,5,680,506,918,602,0.8769,0.5,0.9585,1610,2,2,home,Arsenal,Draw,1
2499929,1610,399,17,5,12,77,20,519,339,843,428,0.8496,0.2941,0.9322,1609,2,2,away,Chelsea,Draw,1
2499930,1651,358,13,6,12,86,19,497,291,765,383,0.8128,0.4615,0.9347,1659,2,2,away,Brighton & Hove Albion,Draw,1
2499930,1659,385,22,7,10,48,17,533,331,888,417,0.8597,0.3182,0.9233,1651,2,2,home,AFC Bournemouth,Draw,1
2499931,1612,502,18,4,12,59,11,598,417,868,532,0.8307,0.2222,0.9436,1646,2,1,away,Liverpool,Win,2
2499931,1646,341,10,4,4,54,18,430,264,764,355,0.7742,0.4,0.9606,1612,1,2,home,Burnley,Loss,0
2499932,1611,562,21,6,11,89,12,693,492,974,594,0.8754,0.2857,0.9461,1623,2,0,home,Manchester United,Win,2
2499932,1623,353,10,0,11,66,15,488,289,808,374,0.8187,0.0,0.9439,1611,0,2,away,Everton,Loss,0
2499933,1631,462,11,5,7,74,12,614,380,951,480,0.8225,0.4545,0.9625,1673,3,0,away,Leicester City,Win,2
2499933,1673,461,6,1,9,97,17,582,383,902,476,0.8308,0.1667,0.9685,1631,0,3,home,Huddersfield Town,Loss,0
2499934,1625,843,14,6,8,62,7,949,774,1271,865,0.9181,0.4286,0.9746,1644,3,1,away,Manchester City,Win,2
2499934,1644,244,6,4,12,73,18,332,186,546,262,0.7623,0.6667,0.9313,1625,1,3,home,Watford,Loss,0
2499935,1619,546,9,3,8,101,12,675,455,1053,563,0.8333,0.3333,0.9698,1628,1,2,away,Southampton,Loss,0
2499935,1628,316,10,5,11,70,13,474,242,737,337,0.7658,0.5,0.9377,1619,2,1,home,Crystal Palace,Win,2
2499936,1613,300,13,6,11,88,28,428,221,791,324,0.7367,0.4615,0.9259,1639,1,0,home,Newcastle United,Win,2
2499936,1639,448,10,3,10,53,16,570,362,836,468,0.808,0.3,0.9573,1613,0,1,away,Stoke City,Loss,0
2499937,1624,644,11,4,9,67,12,746,571,980,664,0.8866,0.3636,0.9699,10531,2,0,away,Tottenham Hotspur,Win,2
2499937,10531,293,7,1,12,66,10,385,223,689,312,0.7611,0.1429,0.9391,1624,0,2,home,Swansea City,Loss,0
2499938,1627,410,10,3,12,60,20,476,335,717,432,0.8171,0.3,0.9491,1633,1,2,home,West Bromwich Albion,Loss,0
2499938,1633,452,12,5,12,64,12,540,370,840,476,0.8186,0.4167,0.9496,1627,2,1,away,West Ham United,Win,2
2499939,1609,514,11,3,10,82,19,654,415,1042,535,0.8074,0.2727,0.9607,1659,1,2,away,Arsenal,Loss,0
2499939,1659,322,13,5,8,87,23,456,240,796,343,0.7453,0.3846,0.9388,1609,2,1,home,AFC Bournemouth,Win,2
2499940,1610,478,15,6,14,73,8,579,402,838,507,0.841,0.4,0.9428,1631,0,0,home,Chelsea,Draw,1
2499940,1631,392,12,1,13,70,19,512,327,820,417,0.8342,0.0833,0.94,1610,0,0,away,Leicester City,Draw,1
2499941,1628,281,15,3,16,70,20,422,209,770,312,0.7438,0.2,0.9006,1646,1,0,away,Crystal Palace,Win,2
2499941,1646,371,7,2,13,62,9,512,303,780,391,0.8167,0.2857,0.9488,1628,0,1,home,Burnley,Loss,0
2499942,1633,291,6,5,9,80,17,437,224,780,306,0.7698,0.8333,0.951,1673,4,1,away,West Ham United,Win,2
2499942,1673,518,8,1,7,101,9,639,433,899,533,0.8359,0.125,0.9719,1633,1,4,home,Huddersfield Town,Loss,0
2499943,1612,349,16,7,11,109,12,484,275,764,376,0.788,0.4375,0.9282,1625,4,3,home,Liverpool,Win,2
2499943,1625,635,11,4,7,97,6,794,557,1112,653,0.8772,0.3636,0.9724,1612,3,4,away,Manchester City,Loss,0
2499944,1611,590,17,9,15,65,4,717,533,929,622,0.9034,0.5294,0.9486,1639,3,0,home,Manchester United,Win,2
2499944,1639,356,11,4,10,93,12,473,303,734,377,0.8511,0.3636,0.9443,1611,0,3,away,Stoke City,Loss,0
2499945,1613,340,10,4,11,71,21,464,277,810,361,0.8147,0.4,0.9418,10531,1,1,home,Newcastle United,Draw,1
2499945,10531,459,7,4,12,47,13,599,389,839,478,0.8475,0.5714,0.9603,1613,1,1,away,Swansea City,Draw,1
2499946,1623,343,5,0,15,98,18,460,265,817,363,0.7726,0.0,0.9449,1624,0,4,away,Everton,Loss,0
2499946,1624,549,20,10,11,68,11,708,475,982,580,0.8652,0.5,0.9466,1623,4,0,home,Tottenham Hotspur,Win,2
2499947,1619,353,8,4,16,89,18,455,261,836,377,0.7394,0.5,0.9363,1644,2,2,away,Southampton,Draw,1
2499947,1644,433,15,4,10,63,14,571,345,831,458,0.7968,0.2667,0.9454,1619,2,2,home,Watford,Draw,1
2499948,1627,311,14,4,8,49,25,451,242,785,333,0.7781,0.2857,0.9339,1651,2,0,home,West Bromwich Albion,Win,2
2499948,1651,429,13,1,16,81,11,515,341,827,458,0.7949,0.0769,0.9367,1627,0,2,away,Brighton & Hove Albion,Loss,0
2499949,1609,760,15,11,6,83,12,887,694,1160,781,0.9132,0.7333,0.9731,1628,4,1,away,Arsenal,Win,2
2499949,1628,407,9,5,8,77,4,515,336,815,424,0.8256,0.5556,0.9599,1609,1,4,home,Crystal Palace,Loss,0
2499950,1610,518,11,8,5,61,11,652,463,855,534,0.8938,0.7273,0.97,1651,4,0,away,Chelsea,Win,2
2499950,1651,353,11,3,14,80,13,454,286,758,378,0.8102,0.2727,0.9339,1610,0,4,home,Brighton & Hove Albion,Loss,0
2499951,1611,442,12,2,13,82,20,597,364,893,467,0.8235,0.1667,0.9465,1646,1,0,away,Manchester United,Win,2
2499951,1646,408,12,3,9,83,12,528,333,888,429,0.8162,0.25,0.951,1611,0,1,home,Burnley,Loss,0
2499952,1623,462,8,4,16,113,17,608,361,940,486,0.7814,0.5,0.9506,1627,1,1,away,Everton,Draw,1
2499952,1627,317,15,5,11,84,11,509,227,885,343,0.7161,0.3333,0.9242,1623,1,1,home,West Bromwich Albion,Draw,1
2499953,1631,407,7,4,11,70,9,535,339,811,425,0.8329,0.5714,0.9576,1644,2,0,away,Leicester City,Win,2
2499953,1644,348,8,3,10,96,13,469,267,802,366,0.7672,0.375,0.9508,1631,0,2,home,Watford,Loss,0
2499954,1613,158,6,4,9,81,38,257,110,586,173,0.6962,0.6667,0.9133,1625,1,3,home,Newcastle United,Loss,0
2499954,1625,798,18,8,5,47,7,910,714,1186,821,0.8947,0.4444,0.972,1613,3,1,away,Manchester City,Win,2
2499955,1619,313,9,4,8,71,14,417,240,747,330,0.7668,0.4444,0.9485,1624,1,1,home,Southampton,Draw,1
2499955,1624,462,12,2,15,64,12,586,391,852,489,0.8463,0.1667,0.9448,1619,1,1,away,Tottenham Hotspur,Draw,1
2499956,1639,277,11,6,18,67,16,409,183,800,306,0.6606,0.5455,0.9052,1673,2,0,away,Stoke City,Win,2
2499956,1673,286,6,3,12,64,11,409,193,710,304,0.6748,0.5,0.9408,1639,0,2,home,Huddersfield Town,Loss,0
2499957,1612,734,19,3,10,68,12,811,652,1072,763,0.8883,0.1579,0.962,10531,0,1,home,Liverpool,Loss,0
2499957,10531,264,3,2,5,59,29,378,204,681,272,0.7727,0.6667,0.9706,1612,1,0,away,Swansea City,Win,2
2499958,1633,374,13,4,9,84,6,485,295,824,396,0.7888,0.3077,0.9444,1659,1,1,away,West Ham United,Draw,1
2499958,1659,419,9,3,7,72,12,510,329,793,435,0.7852,0.3333,0.9632,1633,1,1,home,AFC Bournemouth,Draw,1
2499959,1612,901,14,6,8,57,7,978,809,1216,923,0.8979,0.4286,0.9762,1673,3,0,away,Liverpool,Win,2
2499959,1673,279,3,1,8,58,22,367,211,656,290,0.7563,0.3333,0.9621,1612,0,3,home,Huddersfield Town,Loss,0
2499960,1609,889,7,3,9,55,10,967,825,1171,905,0.928,0.4286,0.9823,10531,1,3,home,Arsenal,Loss,0
2499960,10531,278,11,4,4,47,21,373,221,621,293,0.795,0.3636,0.9488,1609,3,1,away,Swansea City,Win,2
2499961,1628,434,8,2,17,62,19,572,364,847,459,0.8387,0.25,0.9455,1633,1,1,home,Crystal Palace,Draw,1
2499961,1633,287,6,2,10,86,16,414,214,733,303,0.7456,0.3333,0.9472,1628,1,1,away,West Ham United,Draw,1
2499962,1610,578,15,4,5,57,12,716,488,941,598,0.8443,0.2667,0.9666,1659,0,3,away,Chelsea,Loss,0
2499962,1659,317,11,5,12,107,27,408,254,770,340,0.8013,0.4545,0.9324,1610,3,0,home,AFC Bournemouth,Win,2
2499963,1623,332,11,4,10,64,35,454,253,726,353,0.762,0.3636,0.9405,1631,2,1,away,Everton,Win,2
2499963,1631,431,6,1,10,57,8,510,319,890,447,0.7401,0.1667,0.9642,1623,1,2,home,Leicester City,Loss,0
2499964,1613,373,13,4,16,71,22,549,299,849,402,0.8016,0.3077,0.9279,1646,1,1,away,Newcastle United,Draw,1
2499964,1646,326,11,2,14,84,10,470,238,869,351,0.7301,0.1818,0.9288,1613,1,1,home,Burnley,Draw,1
2499965,1619,604,17,3,9,73,4,717,512,1014,630,0.8477,0.1765,0.9587,1651,1,1,away,Southampton,Draw,1
2499965,1651,252,7,1,9,80,18,372,178,710,268,0.7063,0.1429,0.9403,1619,1,1,home,Brighton & Hove Albion,Draw,1
2499966,1625,669,17,10,10,59,7,779,591,993,696,0.8834,0.5882,0.9612,1627,3,0,away,Manchester City,Win,2
2499966,1627,217,3,1,11,63,14,308,163,595,231,0.7512,0.3333,0.9394,1625,0,3,home,West Bromwich Albion,Loss,0
2499967,1639,251,9,3,14,65,23,401,171,762,274,0.6813,0.3333,0.9161,1644,0,0,away,Stoke City,Draw,1
2499967,1644,269,11,3,12,53,17,419,187,690,292,0.6952,0.2727,0.9212,1639,0,0,home,Watford,Draw,1
2499968,1611,450,6,3,13,89,10,564,364,894,469,0.8089,0.5,0.9595,1624,0,2,home,Manchester United,Loss,0
2499968,1624,501,22,6,10,88,6,635,427,896,533,0.8523,0.2727,0.94,1611,2,0,away,Tottenham Hotspur,Win,2
2499969,1639,317,13,4,20,115,21,493,238,849,350,0.7508,0.3077,0.9057,1659,1,2,away,Stoke City,Loss,0
2499969,1659,392,11,5,14,68,14,564,306,870,417,0.7806,0.4545,0.94,1639,2,1,home,AFC Bournemouth,Win,2
2499970,1609,523,14,7,8,80,17,639,459,900,545,0.8776,0.5,0.9596,1623,5,1,home,Arsenal,Win,2
2499970,1623,355,11,2,8,59,19,485,301,768,374,0.8479,0.1818,0.9492,1609,1,5,away,Everton,Loss,0
2499971,1633,355,3,1,8,62,14,457,285,704,366,0.8028,0.3333,0.9699,1651,1,3,away,West Ham United,Loss,0
2499971,1651,441,23,5,12,49,12,553,361,903,476,0.8186,0.2174,0.9265,1633,3,1,home,Brighton & Hove Albion,Win,2
2499972,1625,672,18,6,5,37,8,780,584,1048,695,0.869,0.3333,0.9669,1646,1,1,away,Manchester City,Draw,1
2499972,1646,251,7,3,9,54,28,331,189,656,267,0.753,0.4286,0.9401,1625,1,1,home,Burnley,Draw,1
2499973,1613,330,10,7,8,80,22,450,253,823,348,0.7667,0.7,0.9483,1628,1,1,away,Newcastle United,Draw,1
2499973,1628,408,19,4,11,53,15,558,328,826,438,0.8039,0.2105,0.9315,1613,1,1,home,Crystal Palace,Draw,1
2499974,1631,519,13,4,9,73,8,648,430,931,541,0.8285,0.3077,0.9593,10531,1,1,away,Leicester City,Draw,1
2499974,10531,324,3,1,8,73,20,443,254,752,335,0.784,0.3333,0.9672,1631,1,1,home,Swansea City,Draw,1
2499975,1612,294,8,3,16,65,21,364,214,664,318,0.7279,0.375,0.9245,1624,2,2,home,Liverpool,Draw,1
2499975,1624,570,10,3,9,52,9,616,464,941,589,0.814,0.3,0.9677,1612,2,2,away,Tottenham Hotspur,Draw,1
2499976,1611,765,16,6,5,42,10,897,676,1135,786,0.8837,0.375,0.9733,1673,2,0,away,Manchester United,Win,2
2499976,1673,268,2,0,19,116,12,348,200,672,289,0.7463,0.0,0.9273,1611,0,2,home,Huddersfield Town,Loss,0
2499977,1610,480,6,3,9,78,11,581,417,821,495,0.8688,0.5,0.9697,1644,1,4,away,Chelsea,Loss,0
2499977,1644,387,19,7,12,79,5,508,318,787,418,0.8217,0.3684,0.9258,1610,4,1,home,Watford,Win,2
2499978,1619,499,11,4,11,63,19,619,420,901,521,0.8417,0.3636,0.9578,1627,3,2,away,Southampton,Win,2
2499978,1627,287,6,2,12,67,15,390,206,731,305,0.7178,0.3333,0.941,1619,2,3,home,West Bromwich Albion,Loss,0
2499979,1610,547,17,8,11,85,15,689,474,966,575,0.8665,0.4706,0.9513,1627,3,0,away,Chelsea,Win,2
2499979,1627,396,7,1,10,81,12,523,324,838,413,0.8182,0.1429,0.9588,1610,0,3,home,West Bromwich Albion,Loss,0
2499980,1623,373,8,5,14,75,16,485,291,763,395,0.7802,0.625,0.9443,1628,3,1,away,Everton,Win,2
2499980,1628,317,13,3,15,69,17,460,249,788,345,0.7855,0.2308,0.9188,1623,1,3,home,Crystal Palace,Loss,0
2499981,1659,399,7,2,13,72,10,486,293,812,419,0.7343,0.2857,0.9523,1673,1,4,home,AFC Bournemouth,Loss,0
2499981,1673,412,12,4,12,89,15,522,316,891,436,0.767,0.3333,0.945,1659,4,1,away,Huddersfield Town,Win,2
2499982,1625,685,18,11,11,49,6,800,602,1043,714,0.8788,0.6111,0.9594,1631,5,1,home,Manchester City,Win,2
2499982,1631,249,2,2,12,89,24,330,178,647,263,0.7149,1.0,0.9468,1625,1,5,away,Leicester City,Loss,0
2499983,1611,605,12,7,15,54,8,728,510,1066,632,0.843,0.5833,0.9573,1613,0,1,home,Manchester United,Loss,0
2499983,1613,334,9,3,12,97,34,418,243,737,355,0.7275,0.3333,0.9408,1611,1,0,away,Newcastle United,Win,2
2499984,1612,474,15,4,9,77,15,586,400,840,498,0.8439,0.2667,0.9518,1619,2,0,home,Liverpool,Win,2
2499984,1619,526,6,4,5,73,13,635,437,986,537,0.8308,0.6667,0.9795,1612,0,2,away,Southampton,Loss,0
2499985,1639,458,15,2,6,60,18,578,357,903,479,0.7795,0.1333,0.9562,1651,1,1,away,Stoke City,Draw,1
2499985,1651,325,14,6,10,87,35,445,242,872,349,0.7446,0.4286,0.9312,1639,1,1,home,Brighton & Hove Albion,Draw,1
2499986,1646,318,12,1,9,61,19,423,255,744,339,0.8019,0.0833,0.9381,10531,0,1,home,Burnley,Loss,0
2499986,10531,450,12,3,10,50,7,561,360,828,472,0.8,0.25,0.9534,1646,1,0,away,Swansea City,Win,2
2499987,1609,488,6,1,10,82,17,568,409,910,504,0.8381,0.1667,0.9683,1624,0,1,home,Arsenal,Loss,0
2499987,1624,488,15,5,13,59,10,611,410,844,516,0.8402,0.3333,0.9457,1609,1,0,away,Tottenham Hotspur,Win,2
2499988,1633,223,7,4,11,76,25,352,152,718,241,0.6816,0.5714,0.9253,1644,2,0,away,West Ham United,Win,2
2499988,1644,421,8,3,7,67,6,540,330,810,436,0.7838,0.375,0.9656,1633,0,2,home,Watford,Loss,0
2499989,1613,307,12,3,12,94,27,451,238,824,331,0.7752,0.25,0.9275,1659,2,2,away,Newcastle United,Draw,1
2499989,1659,544,17,4,12,71,8,686,452,995,573,0.8309,0.2353,0.9494,1613,2,2,home,AFC Bournemouth,Draw,1
2499990,1609,515,8,3,11,100,8,601,428,944,534,0.8311,0.375,0.9644,1625,0,3,home,Arsenal,Loss,0
2499990,1625,616,9,5,11,66,22,738,543,999,636,0.8815,0.5556,0.9686,1609,3,0,away,Manchester City,Win,2
2499991,1651,385,14,4,17,61,14,485,309,789,416,0.8026,0.2857,0.9255,10531,4,1,home,Brighton & Hove Albion,Win,2
2499991,10531,402,11,1,6,62,9,488,326,766,419,0.8109,0.0909,0.9594,1651,1,4,away,Swansea City,Loss,0
2499992,1619,365,12,6,14,89,20,508,268,904,391,0.7342,0.5,0.9335,1646,1,1,away,Southampton,Draw,1
2499992,1646,350,9,3,9,61,13,503,266,867,368,0.76,0.3333,0.9511,1619,1,1,home,Burnley,Draw,1
2499993,1624,645,11,4,5,48,19,778,559,1054,661,0.8667,0.3636,0.9758,1628,1,0,away,Tottenham Hotspur,Win,2
2499993,1628,181,4,2,12,85,25,322,119,651,197,0.6575,0.5,0.9188,1624,0,1,home,Crystal Palace,Loss,0
2499994,1631,444,18,7,10,77,9,599,344,900,472,0.7748,0.3889,0.9407,1639,1,1,away,Leicester City,Draw,1
2499994,1639,209,5,2,16,106,42,368,138,777,230,0.6603,0.4,0.9087,1631,1,1,home,Stoke City,Draw,1
2499995,1612,711,19,12,7,63,10,786,613,1043,737,0.8622,0.6316,0.9647,1633,4,1,home,Liverpool,Win,2
2499995,1633,315,7,3,7,55,13,394,244,711,329,0.7746,0.4286,0.9574,1612,1,4,away,West Ham United,Loss,0
2499996,1610,527,13,5,12,92,12,659,455,938,552,0.8634,0.3846,0.9547,1611,1,2,away,Chelsea,Loss,0
2499996,1611,414,8,4,13,96,14,557,352,840,435,0.8502,0.5,0.9517,1610,2,1,home,Manchester United,Win,2
2499997,1623,334,4,2,10,93,29,483,247,878,348,0.7395,0.5,0.9598,1644,0,1,away,Everton,Loss,0
2499997,1644,392,12,5,12,78,15,555,311,824,416,0.7934,0.4167,0.9423,1623,1,0,home,Watford,Win,2
2499998,1627,379,11,2,11,84,19,511,276,830,401,0.7282,0.1818,0.9451,1673,1,2,home,West Bromwich Albion,Loss,0
2499998,1673,327,14,7,9,101,20,455,230,849,350,0.7034,0.5,0.9343,1627,2,1,away,Huddersfield Town,Win,2
2499999,1609,580,13,7,13,47,6,686,501,987,606,0.8638,0.5385,0.9571,1651,1,2,home,Arsenal,Loss,0
2499999,1651,265,13,6,14,75,22,366,202,695,292,0.7623,0.4615,0.9075,1609,2,1,away,Brighton & Hove Albion,Win,2
2500000,1623,325,10,4,12,70,22,489,237,770,347,0.7292,0.4,0.9366,1646,1,2,away,Everton,Loss,0
2500000,1646,395,21,9,9,85,7,538,302,942,425,0.7646,0.4286,0.9294,1623,2,1,home,Burnley,Win,2
2500001,1611,624,14,8,9,72,12,748,545,1010,647,0.8734,0.5714,0.9645,1628,3,2,away,Manchester United,Win,2
2500001,1628,249,9,4,11,86,29,386,182,725,269,0.7309,0.4444,0.9257,1611,2,3,home,Crystal Palace,Loss,0
2500002,1631,425,18,4,12,73,3,530,316,849,455,0.7435,0.2222,0.9341,1659,1,1,away,Leicester City,Draw,1
2500002,1659,339,7,2,7,52,24,447,248,862,353,0.7316,0.2857,0.9603,1631,1,1,home,AFC Bournemouth,Draw,1
